Id,Comentario,Carga
686,"Yo quiero a mi patria libre de corruptos y criminales La quiero libre de mentirosos y simuladores Quiero a mi patria en paz,con justicia,seguridad,dignidad y respeto irrestricto a los derechos humanos La quiero democrática y diversa Por eso vote por AMLO y estoy con el Y tú?",positivo
687,Yo soy de esos mexicanos a los que no me afecta la lucha anticorrupcion de AMLO,positivo
688,"Los que siempre estuvimos en contra de Lopez. En verdad esperábamos que nos demostrara que estábamos equivocados. Y los que lo apoyaban realmente esperaban que fuera el cambio. Ni unos, ni otros obtuvimos lo que esperábamos. El único ganador fue AMLO, el gran perdedor México.",negativo
689,"Amigos buenas noches, creo que llego el momento de exigir a los senadores del PRI y del PAN, que aprueben las leyes secundarias de la Guardia Nacional, no quieren aprobarlas para seguir culpando a AMLO de la inseguridad en el país.",negativo
690,"Sabemos que sin chayote la prensa será tu enemiga, pero tu pueblo jamás te dará la espalda",positivo
691,3 veces voté por AMLO y hoy digo con orgullo,positivo
692,Quien debe pagar el nuevo chiste de AMLO y Rioboo? 8mil 215 millones d pesos pa quitar un cerro q no consideraron en sta Lucía Opino q lo deben pagar los 30 millones de ingenuos q votaron x él y q ofenden a todos en Twitter,negativo
693,Pipas que AMLO prometió fueron menos y costaron 8 millones de dólares más,negativo
694,"Una cosa es que la oposición haga todo cuanto esté a su alcance, legal o ilegal, para hacer fracasar a AMLO; y otra, que fracase. No lo lograrán, apenas lleva 5 meses gobernando y el pueblo ya lo reconoce como el mejor presidente de México.",positivo
695,"Exigimos una explicacion a el PRIAN de como es que aparecio un cerro en el terreno de Santa Lucia de la nada! Que casualidad, simplemente no se cansan de afectar el movimiento pero no nos detendran!! ",positivo
696,"Yo ya no le pido a Dios que AMLO no haga tarugadas, le pido que no llegue un terremoto, inundación, huracán o ciclón. ",negativo
697,Después de tantos años de lucha por un México mejor para mis hijos y mi familia. Ustedes creen que yo voy a claudicar en mi apoyo por AMLO? Eso jamás pasará y menos cuando veo el gran esfuerzo que hace por sacarnos adelante! #OrgullosoDeMiVotoPorAMLO,positivo
698,"“AMLO no tiene la disposición anímica, la prudencia institucional ni la humildad intelectual para sortear con agilidad una crisis.” Jesús Silva Herzog Márquez.",negativo
699,A mi no me caía #AMLO (solo por comentarios) pero de él me habló la señora que me ayuda en el aseo de mi casa y zaz! que me voy enterando que estaba equivocada. Comencé a leer más de política afortunadamente lo hice en redes sociales. No me contaminé de medios chayoteros.,positivo
700,"¿Qué decirles a quienes, habiendo votado por AMLO, ahora se arrepienten? (En la que nos metieron).",negativo
701,La credibilidad de AMLO está tan viva como Juan Gabriel.,negativo
702,"Con EPN: 4,601 Homicidios en el primer trimestre de gobierno. Con AMLO: 8,493 Homicidios en el primer trimestre de gobierno. No digan nada, hagan números",negativo
703,Aqui el video donde se escucha claramente que AMLO promete bajar la gasolina desde el 1 de Diciembre.,negativo
704,AMLO representa el regreso de la soberania q Mexico a perdido ... Los neoliberales por tal motivo buscan derrumbarlo atacando hasta con lo mas ridiculo ... Si la 4ta transformacion se realiza toda Latinoamerica gana no solo México.... #AMLOelPuebloEstaContigo,positivo
705,"Si Amlo está haciendo tan mal gobierno como dicen la ""oposición"" entonces creen que es necesaria tanta campaña negra en su contra? O todo lo contrario Amlo está haciendo tan buen gobierno que usan la campaña negra para restarle popularidad y aceptación?",positivo
706,Muchísimas personas que no votaron por AMLO ahora lo apoyan porque les ha demostrado con acciones y actitud que va en serio. Yo que sí vote por el me siento #OrgullosoDeMiVotoPorAMLO,positivo
707,A la 4T le falta un pez gordo en la cárcel y le sobran anayistas “arrepentidos” de votar por AMLO.,negativo
708,"No sé de dónde saca AMLO la mentirota de que la Policía Federal solo tenía de 10 mil efectivos. Los asesores de AMLO de plano no hacen su chamba, por lo menos que googlearan. La Policía Federal al menos desde hace 10 años tiene poco menos de 40 mil efectivos.",negativo
709,"Nunca duden ni siquiera un segundo. Valio la pena votar por AMLO, cada maldito segundo a valido la pena !",positivo
710,"Los periodistas están subiendo de tono en sus formas de hablarle al Presidente de México, es claro que AMLO enfrenta campaña INTERNACIONAL en su contra... Cuanta será su desesperación!",positivo
711,"Dice AMLO que la exigencia de paz (seguridad) es exclusiva de ""los conservadores"". ¿Le dirá lo mismo a las víctimas y sus familias? ¿A las comunidades que llevan años asediadas por la violencia? Qué lamentable declaración, y después de las tragedias en Minatitlán y Comalcalco.",negativo
712,"No tienen ética ni moral, Reforma. Y encima se victimizan si AMLO les responde.",positivo
713,"AMLO definió lo que representamos. A los que nos llama ""conservadores"" exigimos la paz, por ende, él, su ""gobierno"" y sus defensores promueven la violencia.",negativo
714,"AMLO debe entender que es un presidente, no un patán: Diego Fernández de Cevallos en #AzucenaxMILENIO El Jefe Diego hace un llamado a recuperar el tejido social La información más completa con azucenau",negativo
715,"Amlo en Septiembre del 2018: ""Recibo un país estable y sin crisis económica"" Amlo en Abril del 2019: ""Vamos a mejorar todo, nos entregaron un cochinero"" La silla le quedó grande y de estadista no tiene nada.",negativo
716,"Dice AMLO que no dará sus condolencias respecto las víctimas de la masacre en Minatitlán: ""porque eso es lo que quisierán los conservadores""",negativo
717,"Alerta quiebra del ISSSTE en 3 meses todo el dinero desviado en bolsillos de altos funcionarios, declara director financiero de esta institución y aún creen que AMLO la tiene fácil, dejaron un país deatrozado de nosotros depende ayudar a levantarlo,4 meses no son suficientes!!!",positivo
718,Chequen el nivel de popularidad de AMLO que hasta rokeros olvidados como Fernando Palacios Mercado de Maná quiere colgarse de su fama. Si ya no tienen nada que aportar neta mejor retirense porque están de hueva sus comentarios de viejos chochos neoliberales,positivo
719,"- Son sus muertos - Es su inseguridad - Es su corrupción - Es su desaceleración económica - Es, en otras palabras, su cochinero ¿No le gusta la responsabilidad? #AMLORENUNCIA.",negativo
720,"Estoy muy arrepentida de darle 3 años de mi vida a AMLO. De haber votado por él una vez. Estoy muy arrepentida! Debi haberle dado más años, y haber votado por él, desde antes! Pero mi voto será por MORENA. Es lo mejor que puedo hacer por ayudar a mi querido país! AMLO",positivo
721,"Te urge elevar tu nivel de comprensión de lectura, porque no sólo me referí al caso de Elba Esther. Voté tres veces por AMLO y para nada me arrepiento, pero después de elegir gobernantes lo que nos corresponde es pedirles buenas cuentas... y revisarlas.",negativo
722,"En lo que va del sexenio de AMLO, a ningún narco le han congelado las cuentas, ninguna red de Trata ha sido desmantelada, ningún corrupto ha ido a la cárcel. Pero a unos documentalistas ya les congelaron sus cuentas, por el delito de lo que diga mi dedito.",negativo
723,"No es culpa de AMLO que a Elba Esther le hayan devuelto sus bienes. Avísenle a Denise Dresser, porque parece que olvida que son los jueces los que dictan sentencia y otorgan amparos, además del pésimo trabajo de la PGR de EPN.",positivo
724,"Hoy la estrategia de los vencidos es muy clara,desestabilizar al gobierno de AMLO, para acusarlo de incapacidad para gobernar, una estrategia por demás vil y mezquina, el despunte de la violencia es provocada por el neoliberalismo, complaciente de los intereses extranjeros !",positivo
725,"Si para Amlo ponerse a trabajar es, cerrar estancias infantiles, dejar desprotegidas a mujeres violentadas, quitar los medicamentos a niños con cáncer, impulsar el crecimiento de la ignorancia, el desempleo, aumentar el precio de la gasolina Mejor #AMLORENUNCIA",negativo
726,"La llegada d AMLO a la presidencia desató el enojo d todos los privilegiados del PRIAN incluidos sus sicarios, acostumbrados a realizar actos delictivo x encima de la ley secuestros, trata d blancas,narcotrafico,mafias,roba casas, roba autos,asaltantes y todo al amparo del ellos!",positivo
727,"Hay más muertos en la paz de AMLO que en la ""guerra"" de Calderón.",negativo
728,"La hicieron antes de la eleccion presidencial y tronaron !! Golpazo en la pura jeta del PRIAN! Ahora, quieren hacer ruido para lograr desprestigio? Ni cosquillas le harán a AMLO porque no está solo! Que ardan de coraje hasta 2024!",positivo
729,"Lo que casi ningún medio dirá ni publicará: Combate al huachicoleo triunfa y de seguir así, se va a lograr un ahorro de alrededor de 50 mil millones de pesos en 2019, anuncia AMLO.",positivo
730,"Lo mismo digo yo. Vote por el confiando q haría un mejor gobierno serio, responsable y no respondon a la crítica ni al cuestionamiento. Hoy retiró totalmente mente mi apoyo a AMLO junto con mi familia, amigos etc. #AMLORENUNCIA",negativo
731,Pues realmente amlo en los pocos meses que ha estado en el poder está demostrado que es un gobierno que tiene sus prioridades muy definidas el hacer que los criminales se sientan más cómodos e intocables y a la población más desprotegida,negativo
732,"Mientras se vivía una de las semanas más violentas de la historia en México, el Secretario de la Defensa Nacional Luis Crescencio Sandoval usaba ilegalmente embarcaciones de la SEDENA para pasear a su familia en Cozumel.",negativo
733,#AMLO Renuncia telo pide el #PRIAN,negativo
734,"Gracias por las #ConferenciaMatutina y dejen de satanizar a #AMLO ya sabemos quienes lideran a sicarios y carteles para desestabilizar al país y al Gobierno Obradorista. Pueblo no se dejen engañar esto es obra de quienes ya gobernaron ¡Se tenia que decir, y se dijo!",positivo
735,"#AMLO recorrió infatigable durante más de diez años todo el país, municipio a municipio. ¿QUÉ APRENDIÓ? Dónde se come más sabroso y se disfrutan las bebidas más frescas. ¿QUÉ NO APRENDIÓ? Cómo resolver los problemas de esas comunidades.",negativo
736,"¡NO ES UN GOBIERNO, ES EL INFIERNO DE AMLO!",negativo
737,"Sr. Presidente @lopezobrador_ si recibió usted un ""cochinero"" ¿Cuándo saldrán las primeras ordenes de aprehensión contra funcionarios de gobiernos anteriores? ¿Cuándo comenzará a dar resultados favorables? ¿A partir de qué fecha será su responsabilidad lo que suceda en México?",negativo
738,Yo estoy con AMLO al 100 y más y tú,positivo
739,"Que pagada ni que nada, dejen de engañarse a si mismos. Y ni aunque desaparezcan twits. #AMLORENUNCIA #AMLORenuncia, #AMLOrenuncia Ya ni se como ponerle, pero AMLO renuncia TRAIDOR! Nos veremos en las urnas.",negativo
740,"Tres infames masacres el fin de semana, la delincuencia desbordada como nunca en el país, y el que cobra como presidente no dice una palabra. AMLO sigue de pachanga en campaña y peleando con sus molinos de viento. Hoy más que nunca, pobre país.",negativo
741,"Por más de 12 años buscó la presidencia, juró que él era el único que podía dar solución a los grandes males que sufre este país; ahora que por fin ocupa el cargo, en menos de 4 meses demostró que NO PUEDE, que es un incompetente",negativo
742,"Que fácil para la falsa oposición culpar y culpar lo que ellos mismos provocaron y querer cargarle los muertitos al presidente #AMLO para refrescarles la memoria aquí uno de los que le declaró la guerra al narco desde el 2010 y desde entonces no a parado, con que cara acusan.",positivo
743,"La 4ta Transformación va, somos más y nadie nos para, estamos en el camino hacia un mejor futuro para nuevas generaciones y esto de la mano de nuestro Presidente Legítimo AMLO",positivo
744,Van más de 11 mil asesinatos durante 4 meses del gobierno de AMLO,negativo
745,"Te tocó agarrar un país en quiebra tras 91 años de incompetencia del PRI y del PAN, y muchos quieren que arregles todo en sólo 4 meses, creen que tienes una varita mágica, sé que no es fácil Presidente @lopezobrador_ , pero #AMLOelPuebloEstaContigo.",positivo
746,"Expresidentes, empresarios rapaces, medios vendidos, seudoperiodistas, PRIANRDMC y el Clero siempre habían aplaudido al presidente en turno; sin embargo, hoy se oponen al gobierno de López Obrador. ¿Qué pasó? Un hombre honesto (AMLO) es legítimo presidente de México, nomás.",positivo
747,"Ni una sola mención a la tragedia en Minatitlán, presidente? ¿Ni siquiera una condolencia a los familiares de las víctimas? Con todo respeto, me parece una muy lamentable omisión.",negativo
748,"Quiero hacer públicas mis disculpas por haber pedido el voto para López Obrador en el 2018. Estoy avergonzado con todos los que confiaron en mi criterio. Ahora es mi obligación luchar con todas mis fuerzas contra el gobierno de AMLO, que nos engañó, mintió y defraudó.",negativo
749,"Estimados chairos que creen que Amlo no puede bajar los asesinatos por el cochinero que dejó el PRIAN, ¿Saben que el presidente de Brasil ya los redujo en un 25% y asumió el cargo un mes después que Amlo?",negativo
750,"No crece la economía, no hay empleo, sigue la corrupción y la violencia se multiplica. Los ""responsables"" callan. ",negativo
